CustomerID,Prod_Category1_Qnty,Prod_Category2_Qnty,Prod_Category3_Qnty,Amount_Spent,DaySinceFirstPurchase,DaySinceLastPurchase,ActiveDays,TransactionRate
13758,696,669,479,3190.550000000001,373,11,7,0.30000000000000004
13759,86,135,66,659.41,71,33,2,0.06410256410256411
13760,17,100,80,286.78999999999996,256,54,2,0.14615384615384613
13761,76,401,165,1070.65,179,50,2,0.17948717948717946
13762,0,0,0,4.263256414560601e-14,218,204,2,0.035897435897435895
13763,0,584,141,1689.4599999999998,171,63,3,0.04358974358974359
13764,118,535,273,1519.42,337,70,3,0.5307692307692308
13767,1515,5424,319,16945.71000000001,373,2,42,1.023076923076923
13769,306,590,256,2771.869999999999,367,2,15,0.3666666666666666
13771,262,817,397,2631.700000000001,247,64,4,0.30769230769230765
13772,99,319,122,1122.6299999999999,239,33,3,0.44358974358974357
13774,60,65,67,344.99999999999994,81,81,1,0.056410256410256404
13777,3290,6498,3016,25748.349999999984,373,0,31,0.5615384615384614
13778,30,30,10,178.7,103,103,1,0.023076923076923075
13780,158,83,77,360.01,170,7,2,0.14615384615384616
13781,4,15,11,127.84000000000002,250,250,1,0.04358974358974359
13782,17,156,196,908.8599999999992,327,12,6,0.2897435897435897
13784,1703,502,288,2462.7899999999995,332,9,11,0.07948717948717948
13786,56,60,20,230.4,367,367,1,0.017948717948717947
13787,82,220,35,309.04,364,75,2,0.0794871794871795
13790,0,250,498,348.79999999999995,4,4,1,0.11538461538461539
13791,610,218,0,1047.68,168,43,3,0.04358974358974359
13792,4,40,48,195.54999999999995,287,66,2,0.03333333333333333
13798,6131,13117,4267,36352.86999999996,372,1,53,1.1230769230769229
13799,16,132,254,688.8600000000002,294,116,2,0.1
13800,0,157,174,558.3199999999997,309,309,1,0.08461538461538462
13801,0,52,116,324.79999999999995,66,66,1,0.05897435897435898
13802,910,852,519,3906.2700000000013,360,138,5,0.16923076923076924
13803,24,37,60,277.07000000000005,255,255,1,0.04358974358974359
13804,442,608,412,2588.3900000000003,289,30,6,0.34615384615384615
13805,0,1240,660,924.5999999999999,129,52,2,0.03333333333333333
13806,0,27,29,256.38,63,63,1,0.02564102564102564
13807,12,12,12,112.6,367,367,1,0.017948717948717947
13808,80,266,436,1747.66,96,5,5,0.19487179487179487
13809,9,12,8,155.05,305,305,1,0.03076923076923077
13810,0,197,114,899.5099999999998,56,28,2,0.0923076923076923
13811,0,4,63,591.75,239,183,3,0.035897435897435895
13812,24,194,115,538.9999999999999,105,42,3,0.0923076923076923
13813,50,324,176,1353.4099999999996,134,39,5,0.18205128205128204
13814,108,580,174,1562.1200000000001,137,56,3,0.14871794871794874
13815,696,1371,490,4014.9099999999985,318,22,5,0.4538461538461538
13816,60,59,141,555.04,64,23,4,0.08461538461538462
13817,0,97,114,382.9799999999999,351,29,2,0.06153846153846154
13819,768,321,20,1140.35,319,301,3,0.09230769230769233
13821,46,44,63,385.64,261,144,2,0.15128205128205127
13822,60,320,231,632.0000000000001,40,5,2,0.24615384615384614
13823,45,266,128,957.6600000000001,91,18,2,0.10256410256410257
13824,198,134,436,1698.9399999999998,310,32,5,0.11794871794871795
13826,48,21,11,174.65,176,158,2,0.030769230769230767
13827,16,45,77,409.7999999999998,143,57,3,0.2358974358974359
13828,30,249,32,209.49000000000004,22,22,1,0.038461538461538464
13829,0,0,-12,-102.0,359,359,1,0.002564102564102564
13831,411,266,66,2198.45,369,16,6,0.1846153846153846
13832,0,12,13,40.949999999999996,19,17,2,0.010256410256410256
13833,6,75,36,383.8499999999999,159,159,1,0.07179487179487179
13835,86,226,130,834.57,215,25,4,0.14102564102564102
13837,32,128,22,266.59000000000003,317,211,2,0.04615384615384615
13838,30,116,108,674.8199999999998,369,5,3,0.4230769230769231
13841,0,0,100,85.0,252,252,1,0.002564102564102564
13842,216,874,678,3385.619999999999,366,58,9,0.5282051282051282
13844,82,98,16,361.62,11,11,1,0.05128205128205128
13845,12,70,100,312.98,64,64,1,0.023076923076923075
13846,24,107,252,847.6100000000004,360,24,4,0.1487179487179487
13848,3500,0,200,1255.0,366,92,3,0.01282051282051282
13849,56,539,421,1537.95,170,51,2,0.258974358974359
13850,278,442,221,1586.8099999999995,129,88,2,0.24102564102564103
13851,288,1211,206,2651.46,288,95,3,0.20769230769230768
13853,36,198,70,1056.94,57,8,2,0.06153846153846154
13854,814,480,984,8025.0199999999995,365,8,29,0.29230769230769227
13856,110,362,12,363.4,203,168,4,0.04358974358974359
13858,0,27,48,216.16999999999996,57,57,1,0.028205128205128202
13859,11,99,19,201.16,326,326,1,0.07179487179487179
13860,58,275,256,1240.0000000000005,86,1,5,0.19743589743589743
13862,584,631,467,2187.3100000000013,332,18,10,0.3641025641025641
13863,31,66,122,299.56,247,245,2,0.056410256410256404
13865,36,88,80,501.56,289,58,4,0.07692307692307693
13866,28,15,14,145.67,74,74,1,0.017948717948717947
13867,67,233,201,1005.0900000000001,218,31,3,0.15384615384615385
13868,95,1586,283,3192.54,38,7,2,0.08461538461538462
13869,113,785,811,3083.6500000000037,357,123,4,0.7794871794871795
13870,225,658,437,2751.250000000001,287,2,8,0.30256410256410254
13871,739,1494,568,6389.800000000004,308,22,13,0.8666666666666667
13873,17,30,91,381.70000000000005,309,119,4,0.06153846153846154
13874,32,43,105,540.45,358,358,1,0.04615384615384615
13875,280,669,367,1786.7900000000004,301,53,5,0.26666666666666666
13876,0,0,36,122.69999999999999,63,63,1,0.017948717948717947
13877,0,12,96,117.24000000000001,86,86,1,0.007692307692307693
13878,8,146,309,1271.57,54,54,1,0.08974358974358974
13880,344,904,594,3219.7700000000004,367,21,10,0.4230769230769231
13881,3832,5042,1188,16989.519999999993,311,3,18,0.4615384615384616
13882,36,422,492,1131.28,64,2,6,0.16923076923076924
13883,341,580,447,2538.749999999999,326,1,7,0.39743589743589747
13884,47,214,36,781.3000000000002,283,7,4,0.15384615384615385
13885,12,85,85,506.8000000000001,200,189,2,0.07179487179487179
13886,24,38,64,243.56000000000003,71,71,1,0.041025641025641026
13887,0,60,87,349.54999999999995,204,204,1,0.04871794871794872
13888,17,117,120,595.67,218,119,2,0.09999999999999999
13889,12,98,36,416.9,92,92,1,0.038461538461538464
13890,84,537,205,1860.8599999999992,358,1,13,0.29230769230769227
13892,0,294,689,632.97,246,26,4,0.06923076923076923
13893,0,154,36,821.1,297,297,1,0.05384615384615384
13894,60,193,86,535.9699999999999,310,22,4,0.07692307692307693
13895,290,753,321,2588.1199999999994,164,21,5,0.30512820512820515
13897,0,102,98,311.15999999999997,50,50,1,0.04358974358974359
13898,0,15,118,155.93,325,325,1,0.03076923076923077
13899,24,100,32,388.52000000000004,274,16,2,0.04871794871794872
13900,48,190,192,740.9499999999997,262,183,3,0.11025641025641025
13901,60,918,761,2867.2,318,72,5,0.3820512820512821
13904,108,152,72,332.63999999999993,294,37,2,0.06666666666666667
13908,229,776,465,2347.0499999999984,276,79,5,0.3230769230769231
13911,592,1517,622,2580.909999999999,308,57,9,0.3794871794871795
13914,48,215,116,613.9499999999999,36,3,3,0.08717948717948719
13917,0,156,72,272.04,191,49,2,0.04615384615384615
13918,528,80,532,1212.8400000000001,253,49,2,0.07692307692307693
13919,56,305,76,350.1600000000001,121,53,3,0.08461538461538462
13922,6,54,33,172.24999999999997,351,351,1,0.017948717948717947
13923,0,72,113,351.13000000000005,53,53,1,0.05128205128205128
13924,60,656,816,1682.0800000000004,72,1,9,0.3512820512820513
13925,84,200,43,616.6499999999999,134,36,5,0.11538461538461539
13926,49,42,13,223.85000000000002,23,23,1,0.028205128205128202
13927,42,145,27,348.99,74,74,1,0.05384615384615384
13928,12,77,40,464.56999999999994,133,10,4,0.06923076923076923
13929,30,51,58,802.8499999999999,326,169,3,0.025641025641025644
13930,72,196,6,337.3399999999999,136,57,2,0.04358974358974359
13931,314,303,104,1230.9300000000003,280,85,3,0.1512820512820513
13932,1,42,29,307.4,294,294,1,0.041025641025641026
13933,12,173,20,608.7899999999998,148,109,2,0.05897435897435897
13934,24,159,207,922.0999999999997,263,263,1,0.0794871794871795
13936,0,140,184,361.28,179,171,2,0.06923076923076923
13937,60,27,36,158.85,169,169,1,0.023076923076923075
13938,10,60,0,71.66,35,35,1,0.017948717948717947
13939,56,278,509,556.7499999999999,311,23,4,0.11794871794871795
13940,42,187,287,839.1400000000002,144,17,4,0.12564102564102564
13941,384,1132,791,4912.41,372,21,7,0.12051282051282053
13946,0,279,164,561.57,267,79,3,0.028205128205128202
13947,12,18,14,90.6,65,65,1,0.01282051282051282
13948,0,0,40,101.99999999999999,360,360,1,0.007692307692307693
13949,400,729,1345,2427.3199999999974,94,2,6,0.4102564102564103
13950,100,138,83,728.5600000000001,246,11,4,0.0923076923076923
13951,140,122,197,674.4499999999998,294,176,3,0.1
13952,160,442,823,3246.091,238,211,3,0.3538461538461538
13953,48,2654,22,3515.6800000000003,352,7,7,0.05128205128205129
13954,0,45,96,378.5899999999999,70,1,3,0.07692307692307693
13955,51,35,68,322.96,305,154,2,0.0846153846153846
13956,64,239,183,1019.2700000000003,271,5,5,0.37692307692307697
13958,0,0,-23,-102.45,372,372,1,0.01282051282051282
13959,22,137,196,594.0399999999998,362,79,3,0.23076923076923078
13960,12,100,30,230.22,71,21,2,0.03076923076923077
13962,32,38,17,169.55,245,21,2,0.02820512820512821
13963,0,143,317,664.54,367,308,4,0.08974358974358974
13967,0,42,0,80.7,145,145,1,0.005128205128205128
13969,1172,2005,1292,8956.920000000002,365,7,17,1.6051282051282054
13971,468,814,536,2702.2199999999993,285,8,11,0.4051282051282051
13972,0,82,105,190.25000000000009,201,70,2,0.038461538461538464
13973,42,46,21,264.7,287,287,1,0.028205128205128202
13974,6,135,108,413.59,49,49,1,0.07179487179487179
13975,362,885,443,2438.19,276,31,6,0.8487179487179487
13976,0,92,62,357.9800000000001,206,206,1,0.02564102564102564
13978,128,48,139,196.79,45,14,2,0.038461538461538464
13979,131,341,167,869.8700000000001,73,73,1,0.13846153846153847
13980,0,152,20,200.14000000000001,60,60,1,0.028205128205128202
13982,408,488,236,1861.11,365,39,4,0.2948717948717949
13983,289,575,306,2590.46,366,29,11,0.2871794871794872
13984,66,40,165,488.03000000000003,366,26,6,0.04358974358974359
13985,892,1600,947,7024.530000000005,264,4,16,0.905128205128205
13986,0,156,274,320.46000000000004,17,17,1,0.03333333333333333
13988,248,1451,1326,4098.800000000001,254,19,9,0.6128205128205129
13989,765,447,101,1266.0799999999997,239,65,2,0.10512820512820513
13990,10,62,118,311.3,213,213,1,0.041025641025641026
13991,44,750,199,847.54,143,12,6,0.21538461538461537
13992,10,38,16,76.8,30,30,1,0.01282051282051282
13993,124,440,328,3409.6600000000003,330,32,12,0.3205128205128205
13994,107,434,391,2274.140000000001,148,3,6,0.3794871794871795
13995,316,309,242,1383.4899999999998,245,15,6,0.22307692307692312
13999,803,736,692,3865.2600000000034,361,10,15,0.5435897435897435
14000,356,165,186,633.71,211,206,2,0.041025641025641026
14001,488,407,64,2030.33,373,45,4,0.10256410256410257
14002,0,430,447,529.73,156,134,2,0.12051282051282051
14004,830,1464,374,4582.639999999999,288,43,7,0.4384615384615384
14005,1156,1066,256,2874.7200000000007,215,9,5,0.21538461538461537
14006,244,390,7,962.1899999999999,312,115,3,0.07692307692307693
14009,114,166,81,685.9299999999998,205,198,3,0.11282051282051281
14012,8,30,122,328.8,277,277,1,0.028205128205128202
14013,48,280,134,473.02,275,110,3,0.08717948717948718
14014,24,518,534,505.18000000000006,77,77,1,0.1
14015,72,186,120,917.34,52,52,1,0.05128205128205128
14016,248,862,1014,4328.46,357,154,5,0.41538461538461535
14019,132,520,382,1398.9600000000005,138,46,4,0.17435897435897435
14020,12,227,202,642.8000000000001,88,16,2,0.09999999999999999
14021,12,132,48,631.9000000000001,256,155,3,0.056410256410256404
14022,168,213,106,440.0,225,225,1,0.07179487179487179
14023,36,227,82,584.0699999999998,250,7,2,0.07948717948717948
14024,45,67,38,327.7,124,121,2,0.041025641025641026
14027,0,36,26,104.82000000000002,60,60,1,0.015384615384615385
14029,72,8,118,467.65999999999997,144,63,2,0.038461538461538464
14030,68,626,784,2358.8399999999997,366,18,7,0.6205128205128205
14031,1187,2992,1191,14634.639999999992,372,7,18,0.6615384615384616
14032,828,631,549,2929.840000000001,366,2,17,0.38974358974358975
14034,33,99,180,509.09,157,22,2,0.22820512820512823
14035,288,301,150,1428.0200000000002,297,28,5,0.1692307692307692
14036,23,86,159,626.6499999999999,284,284,1,0.09743589743589744
14037,2,16,28,147.20000000000005,364,176,2,0.07179487179487179
14038,394,507,62,1554.4799999999989,207,78,4,0.23846153846153847
14039,20,68,4,152.2,33,33,1,0.015384615384615385
14040,781,442,291,3487.59,331,40,12,0.6025641025641024
14041,1,64,29,141.41,266,266,1,0.05384615384615384
14044,44,136,124,646.4199999999994,309,26,4,0.5282051282051282
14045,0,451,84,1659.75,373,109,3,0.015384615384615384
14046,0,77,383,154.98999999999998,284,284,1,0.035897435897435895
14047,100,210,67,1290.0099999999998,372,8,6,0.08717948717948718
14048,5,46,223,375.1299999999999,305,277,2,0.22564102564102567
14049,916,1858,1010,5536.149999999996,317,16,4,1.2692307692307692
14050,60,367,262,746.3600000000001,106,31,2,0.13846153846153847
14051,460,2589,692,15477.33999999999,366,0,25,0.5512820512820513
14052,4,30,55,225.35999999999993,19,19,1,0.14358974358974358
14053,0,0,215,260.25,159,124,2,0.010256410256410256
14054,20,30,12,92.46,65,65,1,0.015384615384615385
14055,108,40,68,725.6400000000001,106,106,1,0.02564102564102564
14056,633,2081,1497,8062.459999999984,284,1,24,2.8461538461538463
14057,1983,2015,707,6141.100000000001,360,23,15,0.7435897435897435
14059,12,48,68,183.59999999999997,266,266,1,0.020512820512820513
14060,624,2568,2182,6135.379999999998,372,4,20,0.5205128205128206
14062,1912,3132,549,10464.85,364,9,11,0.2846153846153846
14064,732,349,253,1168.9199999999998,274,29,6,0.2025641025641026
14066,0,30,15,152.55,266,266,1,0.017948717948717947
14067,110,147,104,374.69999999999993,96,63,2,0.13333333333333333
14068,10,35,28,265.85,320,320,1,0.06153846153846154
14071,66,379,454,1306.1600000000026,264,3,8,0.8512820512820513
14073,26,68,34,139.54,32,21,2,0.035897435897435895
14075,108,438,208,942.2599999999998,261,4,3,0.11025641025641024
14076,3,25,51,118.66999999999997,129,129,1,0.11282051282051281
14077,130,69,69,499.41999999999996,274,40,5,0.10769230769230768
14078,32,41,237,1049.3700000000003,373,101,6,0.16666666666666669
14079,0,161,140,375.09999999999997,124,124,1,0.03076923076923077
14080,0,12,36,45.599999999999994,32,32,1,0.010256410256410256
14081,79,323,187,891.7699999999999,369,267,3,0.3923076923076923
14082,46,42,22,182.24999999999997,364,364,1,0.07435897435897436
14083,163,253,289,1002.8999999999999,371,4,8,0.4538461538461539
14085,565,1424,1187,4408.539999999997,368,2,16,1.1512820512820512
14087,1,117,131,178.71999999999997,2,2,1,0.1769230769230769
14088,1144,4751,6698,50415.49,322,10,13,1.5128205128205126
14089,0,71,62,158.75,56,56,1,0.03333333333333333
14090,72,0,0,76.32000000000001,324,324,1,0.002564102564102564
14092,513,1195,353,4063.100000000003,372,7,15,0.5564102564102563
14093,52,154,185,433.85999999999996,12,12,1,0.25641025641025644
14096,2101,7012,7222,57120.90999999968,101,4,17,13.148717948717946
14098,25,36,43,147.34999999999997,36,36,1,0.05384615384615384
14099,220,1127,830,3092.9700000000003,354,16,11,0.6461538461538462
14100,3,38,22,191.95000000000002,137,137,1,0.06410256410256411
14101,2904,3604,434,5976.79,326,73,6,0.08974358974358973
14102,4,542,200,1060.33,44,5,5,0.16153846153846152
14104,4,9,59,216.20999999999998,165,154,2,0.05384615384615384
14105,177,457,164,1260.3300000000002,239,85,2,0.1948717948717949
14107,458,950,380,2688.48,364,51,8,0.317948717948718
14108,37,212,131,594.1600000000001,101,30,3,0.08974358974358973
14109,12,28,16,80.19999999999999,72,23,2,0.035897435897435895
14110,966,1121,368,5669.65,266,3,13,0.4025641025641026
14111,144,255,58,688.6,241,14,5,0.02820512820512821
14112,627,826,155,2774.1699999999964,275,22,10,0.44358974358974357
14113,34,453,148,1377.92,354,3,7,0.10256410256410256
14114,24,10,67,386.53,330,273,2,0.038461538461538464
14116,78,454,175,1382.7400000000002,121,19,5,0.1846153846153846
14117,24,48,0,90.0,143,143,1,0.007692307692307693
14119,0,0,-2,-19.9,354,354,1,0.002564102564102564
14121,282,675,1121,2740.3,59,3,6,0.4128205128205128
14124,0,1004,614,419.58000000000004,84,84,1,0.01282051282051282
14125,83,866,679,2720.6300000000015,78,10,3,0.4256410256410256
14126,12,328,118,643.6300000000001,10,7,2,0.041025641025641026
14127,62,118,141,709.7099999999996,310,122,3,0.11282051282051281
14128,49,326,189,637.5000000000001,255,60,2,0.11794871794871795
14129,120,282,190,1123.86,260,1,4,0.13333333333333333
14130,14,150,93,480.90999999999997,319,319,1,0.16923076923076924
14132,636,1551,1179,3580.130000000001,183,2,12,0.5153846153846154
14133,84,206,52,590.3399999999999,315,129,4,0.07692307692307693
14135,624,2211,1015,4690.31,372,1,14,0.3435897435897436
14138,72,452,76,965.8800000000005,63,1,2,0.11794871794871795
14139,198,220,92,415.81999999999994,46,46,1,0.06666666666666667
14140,37,576,196,920.0499999999996,31,3,3,0.1717948717948718
14141,48,203,86,879.0300000000003,105,2,6,0.11794871794871795
14142,48,209,56,311.81000000000006,373,373,1,0.056410256410256404
14143,0,12,18,115.8,133,133,1,0.017948717948717947
14145,0,360,276,3148.2,217,46,5,0.03076923076923077
14146,232,1148,506,2949.57,357,8,5,0.6282051282051282
14147,0,72,24,468.4,285,49,3,0.015384615384615385
14148,10,6,0,157.2,233,233,1,0.007692307692307693
14149,8,33,88,259.43000000000006,220,212,3,0.10256410256410256
14150,88,278,130,658.6400000000001,359,35,2,0.06666666666666667
14152,44,385,270,611.0900000000001,234,75,3,0.1282051282051282
14154,92,232,141,1345.6200000000003,239,239,1,0.13333333333333333
14155,0,6,19,118.75,266,266,1,0.015384615384615385
14156,14192,27662,15054,113214.58999999985,372,9,51,3.6282051282051286
14157,40,159,61,392.4400000000001,285,19,2,0.12051282051282051
14158,0,554,227,507.66000000000014,40,40,1,0.10512820512820513
14159,735,2132,1468,4615.639999999992,362,19,11,3.0333333333333337
14161,39,256,155,1097.6200000000001,369,215,3,0.26666666666666666
14162,0,85,57,289.36000000000007,292,173,2,0.06410256410256411
14163,102,621,170,2445.9100000000008,239,87,4,0.13333333333333333
14164,40,621,372,1631.7700000000002,80,70,2,0.07435897435897436
14165,8,28,17,120.44,275,275,1,0.06153846153846154
14167,1,6,140,562.5899999999999,331,39,4,0.1282051282051282
14171,5,101,61,363.78999999999996,98,98,1,0.14871794871794872
14173,23,56,71,450.84000000000003,219,10,3,0.07435897435897434
14174,12,43,39,134.46,33,33,1,0.06666666666666667
14175,172,778,511,3108.0600000000018,329,51,6,0.4205128205128205
14176,18,119,70,574.0,367,297,4,0.08205128205128205
14177,26,73,104,544.51,179,84,4,0.10769230769230768
14178,189,897,408,1600.26,182,8,7,0.8153846153846155
14179,23,196,100,701.5699999999997,52,40,2,0.4025641025641026
14180,0,138,572,4640.769999999999,372,10,29,0.635897435897436
14184,0,72,55,452.89,66,66,1,0.06153846153846154
14185,0,0,6,197.65,331,331,1,0.007692307692307693
14188,505,492,148,2018.91,310,8,10,0.18205128205128204
14189,386,1930,1603,4604.3099999999995,368,2,23,0.7102564102564102
14191,895,1533,1229,4660.010000000002,220,1,14,0.6743589743589744
14193,52,277,116,853.3900000000001,269,67,2,0.10769230769230768
14194,1518,2486,1779,11216.74999999999,308,4,25,1.548717948717949
14195,0,278,424,962.6999999999998,252,201,3,0.020512820512820513
14196,64,56,22,335.52,106,106,1,0.015384615384615385
14198,30,190,60,663.4999999999999,239,4,7,0.11282051282051281
14199,16,12,0,185.39999999999998,218,218,1,0.005128205128205128
14201,122,232,224,688.0400000000001,359,60,9,0.1
14204,5,31,36,150.60999999999996,2,2,1,0.1
14205,40,47,12,218.78000000000003,365,10,4,0.1
14206,24,144,106,308.25999999999993,360,239,2,0.05384615384615384
14208,69,35,10,151.73999999999998,94,94,1,0.02564102564102564
14209,140,204,344,2067.1300000000006,332,10,7,0.22564102564102567
14210,67,225,467,1900.89,371,91,7,0.26410256410256405
14211,457,575,200,2208.2999999999997,295,53,13,0.3025641025641026
14212,904,200,48,1070.48,89,89,1,0.023076923076923075
14213,0,0,-244,-1192.2000000000003,371,371,1,0.01282051282051282
14214,172,389,187,1000.2299999999997,277,30,7,0.17948717948717946
14215,78,625,651,1777.9200000000008,368,11,7,0.2794871794871795
14216,30,380,184,1839.3,37,3,4,0.15128205128205127
14217,134,192,351,1925.36,366,1,22,0.27435897435897433
14218,16,62,82,169.48000000000002,42,42,1,0.03076923076923077
14219,0,24,54,89.94,4,4,1,0.017948717948717947
14220,0,166,106,632.4,358,247,2,0.05384615384615384
14221,125,1146,919,3427.849999999999,339,42,8,0.4974358974358974
14222,157,413,37,683.17,177,177,1,0.10512820512820513
14223,102,235,246,975.23,264,92,4,0.1564102564102564
14224,55,124,304,1009.73,320,110,4,0.2897435897435897
14226,213,699,377,2184.24,269,28,7,0.18461538461538465
14227,699,845,267,3315.710000000002,284,26,11,0.46923076923076923
14229,121,192,277,1450.6,333,51,5,0.11025641025641028
14231,103,191,108,822.0600000000001,288,179,5,0.13846153846153847
14232,551,674,712,2043.9300000000003,264,31,8,0.3025641025641026
14233,220,312,139,1447.5100000000007,317,43,5,0.0923076923076923
14234,16,614,321,754.1200000000003,57,22,4,0.37692307692307697
14235,642,940,365,3093.8599999999997,260,10,5,0.20512820512820512
14236,120,92,98,490.86,372,80,2,0.038461538461538464
14237,0,0,38,161.00000000000003,373,373,1,0.023076923076923075
14238,50,22,39,146.85,326,326,1,0.020512820512820513
14239,378,467,141,2323.5000000000014,316,43,12,0.2974358974358974
14240,6,270,142,890.3400000000005,225,30,2,0.10769230769230768
14241,100,16,30,213.70000000000002,183,183,1,0.02564102564102564
14242,56,58,9,280.55,325,234,2,0.041025641025641026
14243,154,667,383,2535.8799999999987,365,8,14,0.3794871794871795
14245,127,468,376,1677.4799999999998,263,176,5,0.28717948717948716
14246,214,416,174,1474.0600000000006,245,110,3,0.19230769230769232
14247,8,23,16,136.77,278,278,1,0.05128205128205128
14248,0,76,26,302.58,318,318,1,0.020512820512820513
14250,278,750,172,1904.0500000000002,89,7,2,0.2846153846153846
14251,336,1006,332,2879.7000000000003,57,1,5,0.2
14256,84,225,101,935.06,364,254,3,0.13846153846153844
14257,341,1087,249,3087.27,318,51,6,0.2743589743589744
14258,3210,3130,758,12650.079999999996,337,9,9,0.28717948717948716
14259,0,24,44,120.0,141,141,1,0.01282051282051282
14261,114,198,94,1163.4499999999998,78,50,2,0.13333333333333333
14262,421,763,461,2618.230000000001,240,8,8,0.36666666666666664
14264,17,21,28,319.4700000000001,372,154,3,0.04871794871794872
14265,1,137,192,530.18,148,109,2,0.07948717948717948
14267,162,200,99,1279.0899999999997,260,150,6,0.16923076923076924
14270,62,52,83,492.6499999999999,331,331,1,0.07435897435897436
14271,6,30,52,112.32000000000002,225,225,1,0.02564102564102564
14272,0,241,358,437.96000000000004,254,73,2,0.08461538461538462
14273,100,134,30,559.9700000000001,242,51,4,0.07435897435897434
14276,412,205,106,1019.3899999999996,289,88,5,0.19230769230769232
14277,228,665,723,3928.7999999999997,212,15,3,0.5769230769230769
14280,0,30,22,134.04,196,196,1,0.020512820512820513
14282,1056,1349,251,3701.4400000000046,367,3,15,0.39487179487179486
14284,6,112,39,578.4500000000002,86,30,3,0.08717948717948718
14285,64,396,81,1910.0100000000004,176,21,4,0.06923076923076922
14286,115,2672,1519,4595.809999999998,242,23,5,0.7307692307692307
14287,28,64,144,151.23,198,8,3,0.02820512820512821
14288,15,142,30,413.85,213,212,2,0.04358974358974359
14289,62,110,120,911.2599999999999,289,8,6,0.12051282051282051
14290,79,521,313,2307.4499999999994,361,11,6,0.2641025641025641
14291,455,1715,578,3873.2999999999984,275,1,8,0.6102564102564103
14292,557,633,453,4819.329999999998,326,7,11,0.2769230769230769
14293,56,523,130,1046.5599999999993,368,3,4,0.1564102564102564
14295,0,71,11,154.7,332,40,2,0.017948717948717947
14297,72,491,298,1284.0599999999997,274,17,5,0.1641025641025641
14298,5150,22283,30588,50862.43999999997,360,3,26,4.205128205128205
14299,442,1252,319,2855.3499999999995,366,8,17,0.41538461538461535
14300,0,12,20,43.2,18,18,1,0.007692307692307693
14301,204,232,164,632.04,117,107,2,0.041025641025641026
14304,12,63,-21,197.1,301,222,2,0.06923076923076922
14305,156,533,380,1803.76,135,71,4,0.28205128205128205
14306,56,384,633,2083.4199999999996,85,51,3,0.08974358974358974
14307,433,1079,546,2995.7200000000007,373,88,5,0.4615384615384616
14309,566,422,631,2319.6800000000007,358,8,10,0.3153846153846154
14311,30,37,58,229.71000000000004,242,225,2,0.06923076923076923
14312,150,561,301,1611.5899999999995,337,46,6,0.22307692307692306
14314,0,212,84,120.0,106,106,1,0.020512820512820513
14315,215,552,243,2456.979999999999,266,21,7,0.26666666666666666
14317,40,154,61,508.58,64,64,1,0.06153846153846154
14320,15,127,97,343.11,332,206,3,0.10769230769230768
14321,136,1097,1173,1530.749999999999,333,10,5,0.3153846153846154
14323,28,206,106,574.2600000000001,238,114,4,0.10512820512820513
14326,24,60,15,166.85,242,234,2,0.023076923076923075
14327,48,44,47,311.65000000000003,163,163,1,0.03076923076923077
14329,956,1329,782,4889.140000000004,329,8,13,0.6871794871794871
14331,44,167,41,462.65999999999997,135,124,2,0.07179487179487179
14332,27,273,163,840.2099999999998,147,22,3,0.0641025641025641
14333,0,14,38,351.45,67,64,2,0.04871794871794872
14334,296,774,660,2539.4600000000005,358,16,9,0.41794871794871796
14335,0,185,190,454.86,96,16,2,0.15384615384615385
14336,222,762,775,1614.9100000000008,276,16,4,0.23076923076923078
14338,104,204,21,554.2199999999999,196,158,4,0.08717948717948718
14339,12,85,53,289.91,242,234,3,0.04615384615384615
14340,0,36,22,134.7,218,218,1,0.015384615384615385
14341,390,650,355,2151.0799999999986,318,45,6,0.3307692307692308
14342,132,120,85,607.7100000000002,210,21,5,0.06153846153846154
14344,58,79,340,889.9300000000002,368,127,8,0.18205128205128204
14345,0,7,43,108.97999999999999,38,38,1,0.015384615384615385
14346,142,205,258,1021.5800000000002,297,120,2,0.15384615384615385
14348,36,94,53,409.57,260,260,1,0.04615384615384615
14349,3,35,48,133.50000000000006,10,10,1,0.0794871794871795
14350,11,64,91,258.7,274,270,2,0.05384615384615384
14351,0,0,12,51.0,164,164,1,0.002564102564102564
14352,169,301,68,1078.96,273,157,3,0.12051282051282051
14353,12,36,16,90.6,215,215,1,0.015384615384615385
14354,0,54,156,163.62,30,5,2,0.02307692307692308
14355,16,10,66,174.4,365,365,1,0.028205128205128202
14356,8,193,65,666.9399999999999,81,60,4,0.09743589743589745
14357,36,65,46,225.12000000000012,43,43,1,0.10256410256410256
14359,19,237,107,882.5800000000002,87,19,6,0.14871794871794872
14360,125,673,341,2118.03,94,31,3,0.3
14362,5,62,29,151.50000000000003,22,22,1,0.09487179487179488
14364,764,823,380,3717.349999999999,211,108,7,0.1769230769230769
14367,1739,1748,911,9134.120000000008,276,8,13,1.3589743589743588
14368,0,12,24,155.00000000000003,319,319,1,0.020512820512820513
14371,0,34,0,100.5,295,295,1,0.010256410256410256
14373,0,12,5,76.55,358,358,1,0.010256410256410256
14375,31,80,73,235.56000000000003,185,185,1,0.16923076923076924
14377,96,76,47,617.05,262,191,2,0.02820512820512821
14379,23,172,97,348.1,295,44,2,0.11794871794871795
14381,7,60,79,202.6800000000001,52,52,1,0.14358974358974358
14382,29,825,377,615.4900000000001,26,26,1,0.3230769230769231
